time_s,roll_deg,pitch_deg,yaw_deg,az_deg,el_deg,pointing_error_deg,fixed_error_deg,gimbal_margin_db,fixed_margin_db,gimbal_link_ok,fixed_link_ok,blocked,reachable,payload_temp_c,payload_bus_w,payload_energy_wh,az_torque_nm,el_torque_nm,landing_locked,lander_temp_c,lander_energy_wh,host_rf_dc_w,ground_clearance_m,packaging_fits,blocked_reason,touchdown_vibration_deg,rf_theta_deg,rf_phi_deg,directional_gain_dbi,s11_db,vswr,axial_ratio_db,polarization_loss_db,received_dbm,noise_dbm,cn_db,occupied_bandwidth_khz,bandwidth_pass,frequency_supported
3.88,11.990348,-65.016086,8,12,25,66.787976,66.787976,,,0,0,1,1,14.985412,0.929412,0.001002,0,0,1,15.00813,0.016399,14.285714,2.964984,1,LANDER HULL,-0.016086,66.787976,255.584227,-3.342142,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
3.92,11.98893,-65.018449,8,12,25,66.790188,66.790188,,,0,0,1,1,14.985262,0.929412,0.001012,0,0,1,15.008214,0.016568,14.285714,2.964903,1,LANDER HULL,-0.018449,66.790188,255.585409,-3.343094,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
3.96,11.993298,-65.011171,8,12,25,66.783376,66.783376,,,0,0,1,1,14.985112,0.929412,0.001022,0,0,1,15.008298,0.016737,14.285714,2.965152,1,LANDER HULL,-0.011171,66.783376,255.581768,-3.340163,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
4,12,-65,8,12,25,66.772921,66.772921,,,0,0,1,1,14.984962,0.929412,0.001033,0,0,1,15.008382,0.016906,14.285714,2.965535,1,LANDER HULL,0,66.772921,255.57618,-3.335668,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
4.04,12.005171,-64.991382,8,12,25,66.764856,66.764856,,,0,0,1,1,14.984812,0.929412,0.001043,0,0,1,15.008466,0.017075,14.285714,2.96583,1,LANDER HULL,0.008618,66.764856,255.57187,-3.332201,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
4.08,12.006585,-64.989026,8,12,25,66.76265,66.76265,,,0,0,1,1,14.984662,0.929412,0.001053,0,0,1,15.008549,0.017244,14.285714,2.96591,1,LANDER HULL,0.010974,66.76265,255.570691,-3.331253,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
4.12,12.004422,-64.99263,8,12,25,66.766023,66.766023,,,0,0,1,1,14.984512,0.929412,0.001064,0,0,1,15.008633,0.017413,14.285714,2.965787,1,LANDER HULL,0.00737,66.766023,255.572494,-3.332702,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
4.16,12.000623,-64.998962,8,12,25,66.771949,66.771949,,,0,0,1,1,14.984362,0.929412,0.001074,0,0,1,15.008717,0.017582,14.285714,2.96557,1,LANDER HULL,0.001038,66.771949,255.57566,-3.33525,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
4.2,11.997482,-65.004197,8,12,25,66.776849,66.776849,,,0,0,1,1,14.984213,0.929412,0.001084,0,0,1,15.008801,0.017751,14.285714,2.965391,1,LANDER HULL,-0.004197,66.776849,255.578279,-3.337356,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
4.24,11.996392,-65.006013,8,12,25,66.778549,66.778549,,,0,0,1,1,14.984063,0.929412,0.001095,0,0,1,15.008884,0.01792,14.285714,2.965329,1,LANDER HULL,-0.006013,66.778549,255.579187,-3.338087,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
4.28,11.997357,-65.004405,8,12,25,66.777044,66.777044,,,0,0,1,1,14.983913,0.929412,0.001105,0,0,1,15.008968,0.018089,14.285714,2.965384,1,LANDER HULL,-0.004405,66.777044,255.578383,-3.33744,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
4.32,11.999341,-65.001099,8,12,25,66.77395,66.77395,,,0,0,1,1,14.983763,0.929412,0.001115,0,0,1,15.009052,0.018258,14.285714,2.965497,1,LANDER HULL,-0.001099,66.77395,255.576729,-3.33611,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
4.36,12.001074,-64.998211,8,11.016072,24.012604,65.595698,66.771247,,,0,0,1,1,14.98392,5.305938,0.00115,-0.012,-0.012,0,15.009136,0.018451,14.285714,2.966169,1,LANDER HULL,0.001789,65.595698,256.260715,-2.843482,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
4.4,12.001767,-64.997054,8,7.416072,20.412604,61.361425,66.770164,,,0,0,1,1,14.984345,4.557047,0.001206,-0.009707,-0.012,0,15.00922,0.018666,14.285714,2.966038,1,LANDER HULL,0.002946,61.361425,258.860534,-1.2745,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
4.44,12.001389,-64.997685,8,3.816072,16.812604,57.236371,66.770754,,,0,0,1,1,14.984601,3.472791,0.001248,-0.004779,-0.012,0,15.009303,0.018867,14.285714,2.963638,1,LANDER HULL,0.002315,57.236371,261.646928,0.009341,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
4.48,12.000462,-64.99923,8,0.233269,13.212604,53.250735,66.7722,,,0,0,1,1,14.984769,3.121118,0.001284,0.000212,-0.012,0,15.009387,0.019062,14.285714,2.95885,1,LANDER HULL,0.00077,53.250735,264.664651,1.070387,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
4.52,11.999627,-65.000622,8,-2.628058,9.612604,49.463268,66.773503,,,0,0,1,1,14.984932,3.174384,0.001319,0.001861,-0.012,0,15.009471,0.019255,14.285714,2.954588,1,LANDER HULL,-0.000622,49.463268,267.267688,1.945198,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
4.56,11.999269,-65.001218,8,-4.229245,6.012604,45.811609,66.774061,,,0,0,1,1,14.985094,3.145194,0.001354,0.001272,-0.012,0,15.009555,0.019449,14.285714,2.951233,1,LANDER HULL,-0.001218,45.811609,268.820145,2.684534,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
4.6,11.999399,-65.001002,8,-4.98798,2.412604,42.201282,66.773859,,,0,0,1,1,14.985253,3.127653,0.001389,0.000701,-0.012,0,15.009638,0.019643,14.285714,2.948514,1,LANDER HULL,-0.001002,42.201282,269.608451,3.328329,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
4.64,11.999766,-65.000389,8,-5.311164,-1.187396,38.599486,66.773286,,,0,0,1,1,14.985411,3.12116,0.001423,0.000267,-0.012,0,15.009722,0.019836,14.285714,2.946158,1,LANDER HULL,-0.000389,38.599486,269.976314,3.894208,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
4.68,12.00009,-64.99985,8,-5.439794,-4.787396,34.999066,66.77278,,,0,0,1,1,14.985569,3.120321,0.001458,0.000131,-0.012,0,15.009806,0.02003,14.285714,2.944002,1,LANDER HULL,0.00015,34.999066,270.146415,4.391384,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
4.72,12.000222,-64.99963,8,-5.481681,-8.387396,31.398991,66.772575,,,0,0,1,1,14.985726,3.120069,0.001493,0.000026,-0.012,0,15.00989,0.020223,14.285714,2.941978,1,LANDER HULL,0.00037,31.398991,270.222901,4.826213,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
4.76,12.00018,-64.999701,8,-5.501999,-11.987396,27.799187,66.772641,,,0,0,1,1,14.985883,3.120067,0.001527,-0.000024,-0.012,0,15.009974,0.020416,14.285714,2.940052,1,LANDER HULL,0.000299,27.799187,270.28251,5.203654,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
4.8,12.000071,-64.999882,8,-5.508888,-15.587396,24.199462,66.772811,,,0,0,1,1,14.98604,3.120058,0.001562,0.000003,-0.012,0,15.010057,0.02061,14.285714,2.938235,1,LANDER HULL,0.000118,24.199462,270.334408,5.527698,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
4.84,11.999991,-65.000015,8,-5.510017,-19.187396,20.599677,66.772935,,,0,0,1,1,14.986198,3.120062,0.001597,0.000016,-0.012,0,15.010141,0.020803,14.285714,2.936533,1,LANDER HULL,-0.000015,20.599677,270.392137,5.801539,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
4.88,11.99997,-65.00005,8,-5.510017,-22.787396,16.999814,66.772968,,,0,0,1,1,14.986355,3.120065,0.001631,0.00002,-0.012,0,15.010225,0.020997,14.285714,2.934952,1,LANDER HULL,-0.00005,16.999814,270.471919,6.027718,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
4.92,11.999984,-65.000027,8,-5.510072,-26.387396,13.399945,66.772947,,,0,0,1,1,14.986491,2.623892,0.001665,-0.000032,-0.010547,0,15.010309,0.021188,14.285714,2.933496,1,LANDER HULL,-0.000027,13.399945,270.595536,6.20823,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
4.96,11.999997,-65.000004,8,-5.511203,-29.987396,9.800201,66.772925,,,0,0,1,1,14.986463,1.405046,0.001685,-0.000019,-0.005559,0,15.010392,0.021367,14.285714,2.932169,1,LANDER HULL,-0.000004,9.800201,270.815924,6.344606,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
5,12,-65,8,-5.511203,-33.587396,6.200771,66.772921,,,0,0,1,1,14.98633,0.936022,0.001696,-0.000024,-0.000604,0,15.010476,0.021538,14.285714,2.930976,1,LANDER HULL,0,6.200771,271.28584,6.437974,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
5.04,12,-65,8,-5.511203,-36.727588,3.062177,66.772921,,,0,0,1,1,14.986187,1.004344,0.001707,0.000021,0.002186,0,15.01056,0.021707,14.285714,2.930049,1,LANDER HULL,0,3.062177,272.600601,6.484896,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
5.08,12,-65,8,-5.511203,-38.601213,1.19351,66.772921,,,0,0,1,1,14.986046,0.982942,0.001718,0.000007,0.001862,0,15.010644,0.021877,14.285714,2.929547,1,LANDER HULL,0,1.19351,276.682491,6.497706,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
5.12,12,-65,8,-5.511203,-39.509931,0.309584,66.772921,,,0,0,1,1,14.9859,0.95046,0.001729,0.000015,0.001172,0,15.010728,0.022046,14.285714,2.929318,1,LANDER HULL,0,0.309584,296.653268,6.499846,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
5.16,12,-65,8,-5.511203,-39.901862,0.180465,66.772921,,,0,0,1,1,14.985752,0.937144,0.001739,0.000018,0.000712,0,15.010811,0.022215,14.285714,2.929222,1,LANDER HULL,0,0.180465,39.687029,6.499948,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
5.2,12,-65,8,-5.511203,-40.062707,0.30905,66.772921,,,0,0,1,1,14.985603,0.933074,0.00175,0.00002,0.000491,0,15.010895,0.022385,14.285714,2.929183,1,LANDER HULL,0,0.30905,63.297039,6.499846,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
5.24,12,-65,8,-5.511203,-40.118833,0.360074,66.772921,,,0,0,1,1,14.985453,0.932232,0.00176,-0.000022,0.000432,0,15.010979,0.022554,14.285714,2.92917,1,LANDER HULL,0,0.360074,67.313536,6.499791,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
5.28,12,-65,8,-5.511203,-40.136301,0.376251,66.772921,,,0,0,1,1,14.985304,0.931238,0.00177,-0.000015,0.000348,0,15.011063,0.022723,14.285714,2.929165,1,LANDER HULL,0,0.376251,68.339498,6.499772,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
5.32,12,-65,8,-5.511203,-40.142745,0.382247,66.772921,,,0,0,1,1,14.985154,0.930872,0.001781,-0.000002,0.000311,0,15.011146,0.022892,14.285714,2.929164,1,LANDER HULL,0,0.382247,68.69603,6.499765,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
5.36,12,-65,8,-5.511203,-40.144834,0.384194,66.772921,,,0,0,1,1,14.985005,0.931139,0.001791,-0.000024,0.000338,0,15.01123,0.023061,14.285714,2.929163,1,LANDER HULL,0,0.384194,68.809221,6.499762,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
5.4,12,-65,8,-5.511203,-40.146691,0.385926,66.772921,,,0,0,1,1,14.984855,0.931138,0.001801,0.000008,0.000338,0,15.011314,0.02323,14.285714,2.929163,1,LANDER HULL,0,0.385926,68.908836,6.49976,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
5.44,12,-65,8,-5.511203,-40.148363,0.387486,66.772921,,,0,0,1,1,14.984706,0.931069,0.001812,0.000028,0.000331,0,15.011398,0.023399,14.285714,2.929162,1,LANDER HULL,0,0.387486,68.997804,6.499758,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
5.48,12,-65,8,-5.511203,-40.150584,0.389561,66.772921,,,0,0,1,1,14.984556,0.931461,0.001822,-0.000018,0.000368,0,15.011481,0.023568,14.285714,2.929162,1,LANDER HULL,0,0.389561,69.11491,6.499756,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
5.52,12,-65,8,-5.511203,-40.150697,0.389667,66.772921,,,0,0,1,1,14.984407,0.931364,0.001832,-0.000023,0.000359,0,15.011565,0.023737,14.285714,2.929162,1,LANDER HULL,0,0.389667,69.120827,6.499756,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
5.56,12,-65,8,-5.511203,-40.151707,0.39061,66.772921,,,0,0,1,1,14.984257,0.931499,0.001843,-0.000015,0.000372,0,15.011649,0.023906,14.285714,2.929162,1,LANDER HULL,0,0.39061,69.173624,6.499754,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
5.6,12,-65,8,-5.511203,-40.153022,0.39184,66.772921,,,0,0,1,1,14.984108,0.931411,0.001853,0.000002,0.000364,0,15.011733,0.024075,14.285714,2.929161,1,LANDER HULL,0,0.39184,69.241978,6.499753,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
5.64,12,-65,8,-5.511203,-40.154662,0.393374,66.772921,,,0,0,1,1,14.983958,0.93169,0.001864,0.00004,0.000387,0,15.011817,0.024244,14.285714,2.929161,1,LANDER HULL,0,0.393374,69.326638,6.499751,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
5.68,12,-65,8,-5.511203,-40.15631,0.394916,66.772921,,,0,0,1,1,14.983809,0.932087,0.001874,-0.000008,0.000421,0,15.0119,0.024414,14.285714,2.929161,1,LANDER HULL,0,0.394916,69.411031,6.499749,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
5.72,12,-65,8,-5.511203,-40.156907,0.395475,66.772921,,,0,0,1,1,14.983659,0.931363,0.001884,0.000015,0.00036,0,15.011984,0.024583,14.285714,2.92916,1,LANDER HULL,0,0.395475,69.44148,6.499748,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
5.76,12,-65,8,-5.511203,-40.156907,0.395475,66.772921,,,0,0,1,1,14.98351,0.931874,0.001895,0.000041,0.000402,0,15.012068,0.024752,14.285714,2.92916,1,LANDER HULL,0,0.395475,69.44148,6.499748,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
5.8,12,-65,8,-5.511203,-40.156907,0.395475,66.772921,,,0,0,1,1,14.983361,0.931796,0.001905,-0.000005,0.000398,0,15.012152,0.024921,14.285714,2.92916,1,LANDER HULL,0,0.395475,69.44148,6.499748,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
5.84,12,-65,8,-5.511203,-40.156907,0.395475,66.772921,,,0,0,1,1,14.983211,0.932078,0.001915,-0.000014,0.000421,0,15.012235,0.02509,14.285714,2.92916,1,LANDER HULL,0,0.395475,69.44148,6.499748,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
5.88,12,-65,8,-5.511203,-40.156907,0.395475,66.772921,,,0,0,1,1,14.983062,0.931531,0.001926,0.000002,0.000375,0,15.012319,0.025259,14.285714,2.92916,1,LANDER HULL,0,0.395475,69.44148,6.499748,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
5.92,12,-65,8,-5.511203,-40.156907,0.395475,66.772921,,,0,0,1,1,14.982912,0.931981,0.001936,0.000038,0.000411,0,15.012403,0.025428,14.285714,2.92916,1,LANDER HULL,0,0.395475,69.44148,6.499748,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
5.96,12,-65,8,-5.511203,-40.156907,0.395475,66.772921,,,0,0,1,1,14.982763,0.932291,0.001946,0.000011,0.000437,0,15.012487,0.025597,14.285714,2.92916,1,LANDER HULL,0,0.395475,69.44148,6.499748,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
6,12,-65,8,-5.511203,-40.156907,0.395475,66.772921,,,0,0,1,1,14.982614,0.932455,0.001957,0.000005,0.00045,0,15.01257,0.025766,14.285714,2.92916,1,LANDER HULL,0,0.395475,69.44148,6.499748,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
6.04,12,-65,8,-5.511203,-40.156907,0.395475,66.772921,,,0,0,1,1,14.982465,0.932137,0.001967,0.00003,0.000424,0,15.012654,0.025935,14.285714,2.92916,1,LANDER HULL,0,0.395475,69.44148,6.499748,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
6.08,12,-65,8,-5.511203,-40.156907,0.395475,66.772921,,,0,0,1,1,14.982315,0.931775,0.001977,0.00005,0.000393,0,15.012738,0.026104,14.285714,2.92916,1,LANDER HULL,0,0.395475,69.44148,6.499748,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
6.12,12,-65,8,-5.511203,-40.156907,0.395475,66.772921,,,0,0,1,1,14.982166,0.932125,0.001988,0.000051,0.000421,0,15.012822,0.026273,14.285714,2.92916,1,LANDER HULL,0,0.395475,69.44148,6.499748,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
6.16,12,-65,8,-5.511203,-40.156907,0.395475,66.772921,,,0,0,1,1,14.982017,0.931941,0.001998,0.000039,0.000408,0,15.012905,0.026443,14.285714,2.92916,1,LANDER HULL,0,0.395475,69.44148,6.499748,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
6.2,12,-65,8,-5.511203,-40.156907,0.395475,66.772921,,,0,0,1,1,14.981868,0.932373,0.002008,0.000007,0.000443,0,15.012989,0.026612,14.285714,2.92916,1,LANDER HULL,0,0.395475,69.44148,6.499748,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
6.24,12,-65,8,-5.511203,-40.156907,0.395475,66.772921,,,0,0,1,1,14.981718,0.932539,0.002019,0.000034,0.000454,0,15.013073,0.026781,14.285714,2.92916,1,LANDER HULL,0,0.395475,69.44148,6.499748,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
6.28,12,-65,8,-5.511203,-40.156907,0.395475,66.772921,,,0,0,1,1,14.981569,0.932309,0.002029,0.000012,0.000438,0,15.013157,0.02695,14.285714,2.92916,1,LANDER HULL,0,0.395475,69.44148,6.499748,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
6.32,12,-65,8,-5.511203,-40.156907,0.395475,66.772921,,,0,0,1,1,14.98142,0.931932,0.00204,0.000019,0.000409,0,15.01324,0.027119,14.285714,2.92916,1,LANDER HULL,0,0.395475,69.44148,6.499748,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
6.36,12,-65,8,-5.511203,-40.156907,0.395475,66.772921,,,0,0,1,1,14.981271,0.932779,0.00205,0.000062,0.000469,0,15.013324,0.027288,14.285714,2.92916,1,LANDER HULL,0,0.395475,69.44148,6.499748,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
6.4,12,-65,8,-5.511203,-40.156907,0.395475,66.772921,,,0,0,1,1,14.981122,0.932228,0.00206,0.000007,0.000432,0,15.013408,0.027457,14.285714,2.92916,1,LANDER HULL,0,0.395475,69.44148,6.499748,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
6.44,12,-65,8,-5.511203,-40.156907,0.395475,66.772921,,,0,0,1,1,14.980973,0.932799,0.002071,0.000035,0.000473,0,15.013492,0.027626,14.285714,2.92916,1,LANDER HULL,0,0.395475,69.44148,6.499748,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
6.48,12,-65,8,-5.511203,-40.156907,0.395475,66.772921,,,0,0,1,1,14.980823,0.932392,0.002081,0.000031,0.000444,0,15.013575,0.027795,14.285714,2.92916,1,LANDER HULL,0,0.395475,69.44148,6.499748,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
6.52,12,-65,8,-5.511203,-40.156907,0.395475,66.772921,,,0,0,1,1,14.980674,0.93226,0.002091,0.000013,0.000435,0,15.013659,0.027964,14.285714,2.92916,1,LANDER HULL,0,0.395475,69.44148,6.499748,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
6.56,12,-65,8,-5.511203,-40.156907,0.395475,66.772921,,,0,0,1,1,14.980525,0.932123,0.002102,0.000033,0.000423,0,15.013743,0.028133,14.285714,2.92916,1,LANDER HULL,0,0.395475,69.44148,6.499748,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
6.6,12,-65,8,-5.511203,-40.156907,0.395475,66.772921,,,0,0,1,1,14.980376,0.932707,0.002112,0.000038,0.000466,0,15.013827,0.028303,14.285714,2.92916,1,LANDER HULL,0,0.395475,69.44148,6.499748,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
6.64,12,-65,8,-5.511203,-40.156907,0.395475,66.772921,,,0,0,1,1,14.980227,0.932592,0.002122,0.00004,0.000458,0,15.01391,0.028472,14.285714,2.92916,1,LANDER HULL,0,0.395475,69.44148,6.499748,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
6.68,12,-65,8,-5.511203,-40.156907,0.395475,66.772921,,,0,0,1,1,14.980078,0.933225,0.002133,0.000057,0.0005,0,15.013994,0.028641,14.285714,2.92916,1,LANDER HULL,0,0.395475,69.44148,6.499748,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
6.72,12,-65,8,-5.511203,-40.156907,0.395475,66.772921,,,0,0,1,1,14.979929,0.932604,0.002143,0.00003,0.000459,0,15.014078,0.02881,14.285714,2.92916,1,LANDER HULL,0,0.395475,69.44148,6.499748,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
6.76,12,-65,8,-5.511203,-40.156907,0.395475,66.772921,,,0,0,1,1,14.97978,0.932394,0.002154,0.000047,0.000443,0,15.014162,0.028979,14.285714,2.92916,1,LANDER HULL,0,0.395475,69.44148,6.499748,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
6.8,12,-65,8,-5.511203,-40.156907,0.395475,66.772921,,,0,0,1,1,14.979631,0.932471,0.002164,0.000018,0.00045,0,15.014245,0.029148,14.285714,2.92916,1,LANDER HULL,0,0.395475,69.44148,6.499748,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
6.84,12,-65,8,-5.511203,-40.156907,0.395475,66.772921,,,0,0,1,1,14.979482,0.933111,0.002174,0.000043,0.000494,0,15.014329,0.029317,14.285714,2.92916,1,LANDER HULL,0,0.395475,69.44148,6.499748,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
6.88,12,-65,8,-5.511203,-40.156907,0.395475,66.772921,,,0,0,1,1,14.979333,0.932681,0.002185,0.000019,0.000466,0,15.014413,0.029486,14.285714,2.92916,1,LANDER HULL,0,0.395475,69.44148,6.499748,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
6.92,12,-65,8,-5.511203,-40.156907,0.395475,66.772921,,,0,0,1,1,14.979184,0.933291,0.002195,0.000038,0.000506,0,15.014497,0.029655,14.285714,2.92916,1,LANDER HULL,0,0.395475,69.44148,6.499748,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
6.96,12,-65,8,-5.511203,-40.156907,0.395475,66.772921,,,0,0,1,1,14.979035,0.933079,0.002205,0.000056,0.00049,0,15.01458,0.029824,14.285714,2.92916,1,LANDER HULL,0,0.395475,69.44148,6.499748,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
7,12,-65,8,-5.511203,-40.156907,0.395475,66.772921,,,0,0,1,1,14.978886,0.932886,0.002216,0.000077,0.000474,0,15.014664,0.029994,14.285714,2.92916,1,LANDER HULL,0,0.395475,69.44148,6.499748,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
7.04,12,-65,8,-5.511203,-40.156907,0.395475,66.772921,,,0,0,1,1,14.978737,0.932872,0.002226,0.000015,0.000479,0,15.014748,0.030163,14.285714,2.92916,1,LANDER HULL,0,0.395475,69.44148,6.499748,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
7.08,12,-65,8,-5.511203,-40.156907,0.395475,66.772921,,,0,0,1,1,14.978588,0.933583,0.002236,0.000048,0.000524,0,15.014832,0.030332,14.285714,2.92916,1,LANDER HULL,0,0.395475,69.44148,6.499748,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
7.12,12,-65,8,-5.511203,-40.156907,0.395475,66.772921,,,0,0,1,1,14.978439,0.93284,0.002247,0.000054,0.000474,0,15.014915,0.030501,14.285714,2.92916,1,LANDER HULL,0,0.395475,69.44148,6.499748,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
7.16,12,-65,8,-5.511203,-40.156907,0.395475,66.772921,,,0,0,1,1,14.978291,0.933426,0.002257,0.00005,0.000514,0,15.014999,0.03067,14.285714,2.92916,1,LANDER HULL,0,0.395475,69.44148,6.499748,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
7.2,12,-65,8,-5.511203,-40.156907,0.395475,66.772921,,,0,0,1,1,14.978142,0.933185,0.002268,0.000046,0.000498,0,15.015083,0.030839,14.285714,2.92916,1,LANDER HULL,0,0.395475,69.44148,6.499748,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
7.24,12,-65,8,-5.511203,-40.156907,0.395475,66.772921,,,0,0,1,1,14.977993,0.933401,0.002278,0.00007,0.00051,0,15.015166,0.031008,14.285714,2.92916,1,LANDER HULL,0,0.395475,69.44148,6.499748,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
7.28,12,-65,8,-5.511203,-40.156907,0.395475,66.772921,,,0,0,1,1,14.977844,0.932998,0.002288,0.000041,0.000486,0,15.01525,0.031177,14.285714,2.92916,1,LANDER HULL,0,0.395475,69.44148,6.499748,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
7.32,12,-65,8,-5.511203,-40.156832,0.395404,66.772921,,,0,0,1,1,14.977695,0.933917,0.002299,0.000054,0.000544,0,15.015334,0.031346,14.285714,2.92916,1,LANDER HULL,0,0.395404,69.437645,6.499748,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
7.36,12,-65,8,-5.511203,-40.156728,0.395307,66.772921,,,0,0,1,1,14.977547,0.933492,0.002309,0.000055,0.000518,0,15.015418,0.031515,14.285714,2.92916,1,LANDER HULL,0,0.395307,69.43233,6.499748,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
7.4,12,-65,8,-5.511203,-40.156728,0.395307,66.772921,,,0,0,1,1,14.977398,0.933114,0.002319,0.000054,0.000493,0,15.015501,0.031685,14.285714,2.92916,1,LANDER HULL,0,0.395307,69.43233,6.499748,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
7.44,12,-65,8,-5.511203,-40.155622,0.394272,66.772921,,,0,0,1,1,14.977249,0.933085,0.00233,0.00006,0.00049,0,15.015585,0.031854,14.285714,2.929161,1,LANDER HULL,0,0.394272,69.375879,6.49975,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
7.48,12,-65,8,-5.511203,-40.154911,0.393607,66.772921,,,0,0,1,1,14.9771,0.933836,0.00234,0.000037,0.000541,0,15.015669,0.032023,14.285714,2.929161,1,LANDER HULL,0,0.393607,69.339453,6.499751,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
7.52,12,-65,8,-5.511203,-40.154371,0.393102,66.772921,,,0,0,1,1,14.976952,0.933601,0.002351,0.000086,0.00052,0,15.015753,0.032192,14.285714,2.929161,1,LANDER HULL,0,0.393102,69.31168,6.499751,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
